merchant_id,merchant_name,merchant_category,city,country,merchant_rating,joined_date
MERCH-00315,Urban Sanitation Services,Utilities,Bandung,Indonesia,2.8,2019-05-14
MERCH-00316,TeleGrid Power,Utilities,Quezon City,Philippines,3.2,2023-09-14
MERCH-00317,Solar Connect,Utilities,Penang,Malaysia,2.8,2021-08-23
MERCH-00318,Water Authority Payment,Utilities,Pokhara,Nepal,3.9,2023-07-13
MERCH-00319,Gas Connect,Utilities,Naypyidaw,Myanmar,3.4,2023-01-11
MERCH-00320,Municipal Utility Bill,Utilities,Bangkok,Thailand,3.6,2019-11-17
MERCH-00321,PowerGrid Electric 2,Utilities,Colombo,Sri Lanka,3.9,2019-02-07
MERCH-00322,AquaPure Water Co 2,Utilities,Pathein,Myanmar,4.2,2019-02-04
MERCH-00323,City Gas Supply 2,Utilities,Kuala Lumpur,Malaysia,3.4,2020-12-04
MERCH-00324,GreenEnergy Utility 2,Utilities,Taunggyi,Myanmar,3.0,2021-09-19
MERCH-00325,Urban Sanitation Services 2,Utilities,Chittagong,Bangladesh,3.1,2019-08-08
MERCH-00326,TeleGrid Power 2,Utilities,Dhaka,Bangladesh,4.4,2019-03-22
MERCH-00327,Solar Connect 2,Utilities,Hyderabad,India,3.3,2018-11-30
MERCH-00328,Water Authority Payment 2,Utilities,Mawlamyine,Myanmar,3.9,2020-07-27
MERCH-00329,Gas Connect 2,Utilities,Ho Chi Minh City,Vietnam,2.7,2022-10-31
MERCH-00330,Municipal Utility Bill 2,Utilities,Karachi,Pakistan,4.1,2023-04-30
MERCH-00331,PowerGrid Electric 3,Utilities,Phnom Penh,Cambodia,4.3,2023-01-30
MERCH-00332,AquaPure Water Co 3,Utilities,Hyderabad,India,4.3,2021-06-01
MERCH-00333,City Gas Supply 3,Utilities,Surabaya,Indonesia,4.1,2018-02-01
MERCH-00334,GreenEnergy Utility 3,Utilities,Phuket,Thailand,2.6,2018-07-09
MERCH-00335,Urban Sanitation Services 3,Utilities,Yangon,Myanmar,3.3,2018-05-28
MERCH-00336,TeleGrid Power 3,Utilities,Bali,Indonesia,3.4,2023-09-06
MERCH-00337,Solar Connect 3,Utilities,Da Nang,Vietnam,2.9,2018-06-23
MERCH-00338,Water Authority Payment 3,Utilities,Karachi,Pakistan,4.8,2023-08-19
MERCH-00339,Gas Connect 3,Utilities,Jaipur,India,2.3,2018-11-30
MERCH-00340,Municipal Utility Bill 3,Utilities,Ahmedabad,India,3.5,2018-03-08
MERCH-00341,MPT Mobile,Telecom,Davao,Philippines,4.4,2023-10-14
MERCH-00342,Telenor Myanmar,Telecom,Surabaya,Indonesia,4.2,2022-12-18
MERCH-00343,Ooredoo Network,Telecom,Khon Kaen,Thailand,3.8,2018-10-10
MERCH-00344,Mytel Telecom,Telecom,Islamabad,Pakistan,3.7,2023-05-18
MERCH-00345,Dialog Telecom,Telecom,Taunggyi,Myanmar,3.3,2020-04-06
MERCH-00346,Airtel Network,Telecom,Karachi,Pakistan,4.5,2019-06-27
MERCH-00347,Jio Telecom,Telecom,Kandy,Sri Lanka,3.3,2019-07-31
MERCH-00348,Grameenphone,Telecom,Chiang Mai,Thailand,3.1,2021-08-23
MERCH-00349,DTAC Thailand,Telecom,Phuket,Thailand,3.6,2019-04-14
MERCH-00350,AIS Mobile,Telecom,Medan,Indonesia,3.8,2020-08-05
MERCH-00351,PLDT Philippines,Telecom,Delhi,India,3.3,2019-05-23
MERCH-00352,Smart Telecom,Telecom,Kathmandu,Nepal,4.1,2020-10-15
MERCH-00353,XL Axiata,Telecom,Islamabad,Pakistan,3.0,2021-12-20
MERCH-00354,Telkomsel,Telecom,Pune,India,4.5,2018-11-25
MERCH-00355,Maxis Mobile,Telecom,Chennai,India,3.6,2019-12-26
MERCH-00356,MPT Mobile 2,Telecom,Mawlamyine,Myanmar,3.4,2020-12-05
MERCH-00357,Telenor Myanmar 2,Telecom,Mumbai,India,4.1,2018-11-10
MERCH-00358,Ooredoo Network 2,Telecom,Myitkyina,Myanmar,4.0,2022-06-10
MERCH-00359,Mytel Telecom 2,Telecom,Bangalore,India,3.6,2023-10-06
MERCH-00360,Dialog Telecom 2,Telecom,Chittagong,Bangladesh,4.3,2019-12-14
MERCH-00361,Airtel Network 2,Telecom,Myitkyina,Myanmar,4.6,2020-03-02
MERCH-00362,Jio Telecom 2,Telecom,Davao,Philippines,4.3,2019-07-30
MERCH-00363,Grameenphone 2,Telecom,Chittagong,Bangladesh,3.2,2019-04-24
MERCH-00364,DTAC Thailand 2,Telecom,Pathein,Myanmar,4.3,2021-03-06
MERCH-00365,AIS Mobile 2,Telecom,Mumbai,India,3.0,2018-09-03
MERCH-00366,PLDT Philippines 2,Telecom,Surabaya,Indonesia,3.3,2018-01-29
MERCH-00367,Smart Telecom 2,Telecom,Kandy,Sri Lanka,4.2,2021-07-26
MERCH-00368,XL Axiata 2,Telecom,Lahore,Pakistan,3.5,2019-10-07
MERCH-00369,Telkomsel 2,Telecom,Mawlamyine,Myanmar,4.3,2019-05-28
MERCH-00370,Maxis Mobile 2,Telecom,Jakarta,Indonesia,3.8,2018-09-20
MERCH-00371,Shell Station,Fuel,Hanoi,Vietnam,4.0,2018-06-26
MERCH-00372,Total Energies,Fuel,Davao,Philippines,4.3,2023-11-03
MERCH-00373,Petron Fuel,Fuel,Lahore,Pakistan,3.7,2020-04-08
MERCH-00374,Caltex Station,Fuel,Cebu City,Philippines,3.8,2019-09-27
MERCH-00375,ESSO Fuel,Fuel,Islamabad,Pakistan,3.4,2020-04-18
MERCH-00376,Myanmar Petroleum,Fuel,Penang,Malaysia,3.5,2018-07-08
MERCH-00377,StarFuel,Fuel,Yangon,Myanmar,3.6,2018-05-12
MERCH-00378,GreenFuel Station,Fuel,Pune,India,3.8,2020-08-27
MERCH-00379,National Fuel Corp,Fuel,Singapore,Singapore,3.4,2019-09-25
MERCH-00380,QuickFuel Stop,Fuel,Jakarta,Indonesia,3.2,2023-04-17
MERCH-00381,Shell Station 2,Fuel,Cebu City,Philippines,3.9,2023-07-22
MERCH-00382,Total Energies 2,Fuel,Kuala Lumpur,Malaysia,3.6,2021-09-30
MERCH-00383,Petron Fuel 2,Fuel,Jaipur,India,3.6,2023-02-03
MERCH-00384,Caltex Station 2,Fuel,Dhaka,Bangladesh,3.8,2021-06-06
MERCH-00385,ESSO Fuel 2,Fuel,Islamabad,Pakistan,4.0,2021-12-17
MERCH-00386,Myanmar Petroleum 2,Fuel,Ho Chi Minh City,Vietnam,2.9,2020-07-23
MERCH-00387,StarFuel 2,Fuel,Naypyidaw,Myanmar,4.1,2020-09-16
MERCH-00388,GreenFuel Station 2,Fuel,Phuket,Thailand,4.2,2019-06-20
MERCH-00389,National Fuel Corp 2,Fuel,Ahmedabad,India,3.3,2022-01-06
MERCH-00390,QuickFuel Stop 2,Fuel,Mumbai,India,3.9,2021-06-20
MERCH-00391,Shell Station 3,Fuel,Mawlamyine,Myanmar,4.2,2018-05-02
MERCH-00392,Total Energies 3,Fuel,Cebu City,Philippines,4.0,2019-07-04
MERCH-00393,Petron Fuel 3,Fuel,Bali,Indonesia,4.3,2019-04-08
MERCH-00394,Caltex Station 3,Fuel,Lahore,Pakistan,3.8,2019-07-12
MERCH-00395,ESSO Fuel 3,Fuel,Jaipur,India,3.4,2023-10-13
MERCH-00396,Myanmar Petroleum 3,Fuel,Da Nang,Vietnam,3.9,2018-02-18
MERCH-00397,StarFuel 3,Fuel,Delhi,India,4.4,2021-08-14
MERCH-00398,GreenFuel Station 3,Fuel,Khon Kaen,Thailand,3.4,2021-01-14
MERCH-00399,National Fuel Corp 3,Fuel,Phuket,Thailand,4.4,2021-01-30
MERCH-00400,QuickFuel Stop 3,Fuel,Penang,Malaysia,4.2,2022-09-15
MERCH-00401,City General Hospital,Healthcare,Mumbai,India,4.3,2020-12-28
MERCH-00402,HealthFirst Clinic,Healthcare,Medan,Indonesia,4.1,2021-05-17
MERCH-00403,MediCare Pharmacy,Healthcare,Phnom Penh,Cambodia,4.6,2019-02-09
MERCH-00404,Sunrise Dental Clinic,Healthcare,Khon Kaen,Thailand,4.4,2018-02-01
MERCH-00405,VisionPro Eye Center,Healthcare,Pune,India,4.4,2018-02-16
MERCH-00406,LifeCare Hospital,Healthcare,Pune,India,4.2,2021-01-06
MERCH-00407,PharmaPlus,Healthcare,Kathmandu,Nepal,4.2,2022-06-30
MERCH-00408,Wellness Hub,Healthcare,Kuala Lumpur,Malaysia,4.2,2023-05-12
MERCH-00409,MindCare Psychiatry,Healthcare,Mumbai,India,4.6,2022-05-29
MERCH-00410,PhysioFlex,Healthcare,Phnom Penh,Cambodia,4.4,2019-12-11
MERCH-00411,HeartCare Cardiology,Healthcare,Phuket,Thailand,4.3,2023-12-25
MERCH-00412,MaternaCare Hospital,Healthcare,Quezon City,Philippines,3.9,2020-02-10
MERCH-00413,Apollo Clinic,Healthcare,Phnom Penh,Cambodia,4.3,2022-03-28
MERCH-00414,NovaCare Medical,Healthcare,Bangalore,India,3.9,2019-11-24
MERCH-00415,Lifeline Diagnostics,Healthcare,Yangon,Myanmar,4.1,2018-03-04
MERCH-00416,City General Hospital 2,Healthcare,Dhaka,Bangladesh,4.4,2022-12-25
MERCH-00417,HealthFirst Clinic 2,Healthcare,Pokhara,Nepal,4.2,2018-04-03
MERCH-00418,MediCare Pharmacy 2,Healthcare,Bangkok,Thailand,4.5,2018-09-03
MERCH-00419,Sunrise Dental Clinic 2,Healthcare,Chennai,India,4.2,2018-08-03
MERCH-00420,VisionPro Eye Center 2,Healthcare,Pokhara,Nepal,3.9,2021-02-25
MERCH-00421,LifeCare Hospital 2,Healthcare,Taunggyi,Myanmar,4.5,2019-01-07
MERCH-00422,PharmaPlus 2,Healthcare,Karachi,Pakistan,4.4,2019-06-08
MERCH-00423,Wellness Hub 2,Healthcare,Taunggyi,Myanmar,4.1,2018-04-16
MERCH-00424,MindCare Psychiatry 2,Healthcare,Lahore,Pakistan,4.2,2021-04-20
MERCH-00425,PhysioFlex 2,Healthcare,Mumbai,India,4.5,2022-03-22
MERCH-00426,HeartCare Cardiology 2,Healthcare,Manila,Philippines,4.3,2020-10-12
MERCH-00427,MaternaCare Hospital 2,Healthcare,Islamabad,Pakistan,4.6,2022-06-30
MERCH-00428,Apollo Clinic 2,Healthcare,Yangon,Myanmar,4.3,2018-09-21
MERCH-00429,NovaCare Medical 2,Healthcare,Khon Kaen,Thailand,3.9,2020-05-29
MERCH-00430,Lifeline Diagnostics 2,Healthcare,Islamabad,Pakistan,4.4,2021-12-29
MERCH-00431,Revenue Department,Government,Manila,Philippines,2.6,2023-01-26
MERCH-00432,Vehicle Licensing Authority,Government,Dhaka,Bangladesh,2.9,2022-02-08
MERCH-00433,Passport Services Office,Government,Islamabad,Pakistan,4.0,2019-01-19
MERCH-00434,Municipal Tax Bureau,Government,Jaipur,India,3.4,2023-07-11
MERCH-00435,Business Registration Office,Government,Medan,Indonesia,3.3,2021-02-23
MERCH-00436,Land Revenue Dept,Government,Phnom Penh,Cambodia,3.4,2019-01-24
MERCH-00437,Social Security Office,Government,Ahmedabad,India,3.7,2018-10-09
MERCH-00438,Customs & Duties,Government,Hanoi,Vietnam,2.7,2018-07-13
MERCH-00439,Income Tax Office,Government,Dhaka,Bangladesh,3.8,2023-03-17
MERCH-00440,City Council Payment Portal,Government,Cebu City,Philippines,2.3,2021-08-30
MERCH-00441,Revenue Department 2,Government,Islamabad,Pakistan,3.7,2021-08-23
MERCH-00442,Vehicle Licensing Authority 2,Government,Islamabad,Pakistan,3.3,2021-04-21
MERCH-00443,Passport Services Office 2,Government,Manila,Philippines,3.4,2021-07-22
MERCH-00444,Municipal Tax Bureau 2,Government,Surabaya,Indonesia,3.0,2018-03-09
MERCH-00445,Business Registration Office 2,Government,Ho Chi Minh City,Vietnam,3.7,2023-07-17
MERCH-00446,Land Revenue Dept 2,Government,Dhaka,Bangladesh,3.7,2018-10-01
MERCH-00447,Social Security Office 2,Government,Penang,Malaysia,2.5,2021-05-16
MERCH-00448,Customs & Duties 2,Government,Phuket,Thailand,2.8,2023-07-27
MERCH-00449,Income Tax Office 2,Government,Davao,Philippines,3.5,2023-12-26
MERCH-00450,City Council Payment Portal 2,Government,Johor Bahru,Malaysia,3.1,2019-01-02
MERCH-00451,Global Academy Online,Education,Khon Kaen,Thailand,4.2,2019-02-18
MERCH-00452,TechLearn Institute,Education,Bali,Indonesia,4.3,2019-12-28
MERCH-00453,Language Bridge School,Education,Chittagong,Bangladesh,3.8,2022-01-15
MERCH-00454,Coursify Platform,Education,Singapore,Singapore,4.5,2018-07-06
MERCH-00455,STEM Hub,Education,Delhi,India,4.1,2018-09-17
MERCH-00456,EduPath College,Education,Bandung,Indonesia,4.2,2021-08-15
MERCH-00457,DataCamp Pro,Education,Hyderabad,India,3.5,2021-11-03
MERCH-00458,CodeAcademy Plus,Education,Lahore,Pakistan,4.1,2018-01-18
MERCH-00459,Music School Arts,Education,Delhi,India,4.1,2019-04-21
MERCH-00460,Professional Dev Institute,Education,Da Nang,Vietnam,4.2,2022-02-16
MERCH-00461,Excel Tutoring Centre,Education,Mawlamyine,Myanmar,4.0,2021-01-23
MERCH-00462,UniAssist Platform,Education,Kandy,Sri Lanka,4.4,2020-08-03
MERCH-00463,Research Library,Education,Naypyidaw,Myanmar,4.1,2023-09-16
MERCH-00464,Online MBA Hub,Education,Da Nang,Vietnam,4.7,2023-12-25
MERCH-00465,Skill Boost Academy,Education,Bangkok,Thailand,4.2,2022-03-02
MERCH-00466,Global Academy Online 2,Education,Jakarta,Indonesia,4.6,2019-07-25
MERCH-00467,TechLearn Institute 2,Education,Phnom Penh,Cambodia,4.2,2019-12-19
MERCH-00468,Language Bridge School 2,Education,Johor Bahru,Malaysia,4.0,2020-03-07
MERCH-00469,Coursify Platform 2,Education,Colombo,Sri Lanka,4.4,2019-06-16
MERCH-00470,STEM Hub 2,Education,Cebu City,Philippines,4.4,2023-06-28
MERCH-00471,EduPath College 2,Education,Chennai,India,4.2,2023-01-29
MERCH-00472,DataCamp Pro 2,Education,Jakarta,Indonesia,4.7,2022-10-20
MERCH-00473,CodeAcademy Plus 2,Education,Surabaya,Indonesia,4.4,2020-09-10
MERCH-00474,Music School Arts 2,Education,Kolkata,India,4.3,2021-12-21
MERCH-00475,Professional Dev Institute 2,Education,Surabaya,Indonesia,4.2,2020-06-23
MERCH-00476,Excel Tutoring Centre 2,Education,Johor Bahru,Malaysia,3.8,2020-08-02
MERCH-00477,UniAssist Platform 2,Education,Kuala Lumpur,Malaysia,4.3,2019-09-23
MERCH-00478,Research Library 2,Education,Hyderabad,India,3.7,2019-09-04
MERCH-00479,Online MBA Hub 2,Education,Chittagong,Bangladesh,4.2,2019-09-27
MERCH-00480,Skill Boost Academy 2,Education,Delhi,India,4.1,2019-12-07
MERCH-00481,Global Academy Online 3,Education,Colombo,Sri Lanka,3.9,2023-04-09
MERCH-00482,TechLearn Institute 3,Education,Myitkyina,Myanmar,4.5,2021-07-18
MERCH-00483,Language Bridge School 3,Education,Islamabad,Pakistan,4.0,2018-01-28
MERCH-00484,Coursify Platform 3,Education,Jaipur,India,4.7,2023-07-30
MERCH-00485,STEM Hub 3,Education,Pathein,Myanmar,4.4,2018-05-08
MERCH-00486,EduPath College 3,Education,Chiang Mai,Thailand,4.1,2019-05-10
MERCH-00487,DataCamp Pro 3,Education,Bali,Indonesia,4.5,2018-07-22
MERCH-00488,CodeAcademy Plus 3,Education,Surabaya,Indonesia,4.2,2023-03-18
MERCH-00489,Music School Arts 3,Education,Chennai,India,4.4,2022-10-12
MERCH-00490,Professional Dev Institute 3,Education,Karachi,Pakistan,4.5,2020-08-14
MERCH-00491,Excel Tutoring Centre 3,Education,Taunggyi,Myanmar,3.8,2019-12-27
MERCH-00492,UniAssist Platform 3,Education,Bali,Indonesia,3.2,2021-01-25
MERCH-00493,Research Library 3,Education,Johor Bahru,Malaysia,3.5,2020-05-11
MERCH-00494,Online MBA Hub 3,Education,Yangon,Myanmar,4.1,2019-08-04
MERCH-00495,Skill Boost Academy 3,Education,Islamabad,Pakistan,3.8,2019-12-21
MERCH-00496,Global Academy Online 4,Education,Phuket,Thailand,4.8,2019-11-27
MERCH-00497,TechLearn Institute 4,Education,Bangalore,India,3.6,2020-07-17
MERCH-00498,Language Bridge School 4,Education,Siem Reap,Cambodia,4.5,2020-02-21
MERCH-00499,Coursify Platform 4,Education,Taunggyi,Myanmar,4.2,2022-05-20
MERCH-00500,STEM Hub 4,Education,Johor Bahru,Malaysia,4.5,2022-04-02
